track_name,artist_name,artist_count,released_year,streams,bpm,key,mode,danceability_pct,valence_pct,energy_pct,acousticness_pct,instrumentalness_pct,liveness_pct,speechiness_pct
Father Time,"Kendrick Lamar, Sampha",2,2022,127309180,153,A#,Minor,55,50,78,19,0,11,35
Rich Spirit,Kendrick Lamar,1,2022,173702135,96,A#,Minor,85,41,43,39,0,12,21
Cooped Up,"Post Malone, Roddy Ricch",2,2022,271666301,125,,Major,50,39,78,4,0,11,33
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,123216717,140,C#,Minor,92,78,57,46,0,14,9
Count Me Out,Kendrick Lamar,1,2022,126191104,134,G,Major,78,51,43,69,0,14,9
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,68895644,108,B,Major,65,52,69,31,0,8,36
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,86176890,123,G#,Major,61,66,71,53,0,32,46
Worldwide Steppers,Kendrick Lamar,1,2022,61739839,72,A#,Minor,56,56,47,76,0,8,36
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,76831876,138,D#,Minor,57,71,82,19,0,15,29
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,307752576,110,C#,Major,80,26,85,23,0,11,21
Dua Lipa,Jack Harlow,1,2022,150500965,158,B,Major,83,41,65,0,10,11,8
House Of Memories,Panic! At The Disco,1,2016,582863434,110,B,Minor,51,48,82,0,0,5,3
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,58687425,174,A,Major,73,26,54,30,0,34,32
That That,"PSY, Suga",2,2022,212109195,130,E,Major,91,91,96,3,0,3,9
In The Stars,Benson Boone,1,2022,382199619,78,A#,Major,36,30,54,34,0,14,5
Rich,Kendrick Lamar,1,2022,41210087,104,G,Major,44,74,42,88,0,9,9
SUPERMODEL,Maneskin,1,2022,231657891,121,G,Major,64,80,88,0,0,12,6
Thousand Miles,The Kid Laroi,1,2022,244741137,81,G,Major,38,20,66,9,0,9,8
Crown,Kendrick Lamar,1,2022,42485571,170,C#,Minor,37,14,24,80,0,11,4
Auntie Diaries,Kendrick Lamar,1,2022,37778188,78,G,Major,43,60,38,76,1,48,38
PUFFIN ON ZOOTIEZ,Future,1,2022,254218729,125,G#,Major,88,28,66,6,0,13,31
Mirror,Kendrick Lamar,1,2022,53603447,92,E,Minor,66,29,65,23,0,8,7
Beautiful Girl,Luciano,1,2022,160035717,140,B,Minor,84,61,42,31,0,9,9
Savior,Kendrick Lamar,1,2022,37091576,118,F,Minor,66,83,43,84,0,19,19
Mother I Sober,"Kendrick Lamar, Beth Gibbons",2,2022,33381454,140,G#,Minor,49,50,37,87,0,11,35
Where Did You Go?,"MNEK, Jax Jones",2,2022,300983101,127,A#,Major,77,53,78,19,0,29,4
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,121077868,96,B,Major,71,37,52,62,0,11,36
Honest,"Justin Bieber, Don Toliver",2,2022,106919680,150,G#,Minor,82,82,66,13,0,11,6
ZOOM,Jessi,1,2022,136996305,100,F#,Major,87,46,60,1,0,13,16
SloMo,Chanel,1,2021,65719930,105,C#,Minor,73,59,81,13,0,9,6
FEARLESS,LE SSERAFIM,1,2022,229497852,104,G,Major,86,43,62,5,0,13,14
10 Things I Hate About You,Leah Kate,1,2022,185550869,154,G#,Major,54,45,79,1,0,17,5
SPACE MAN,Sam Ryder,1,2022,54682594,80,B,Major,47,33,83,18,0,10,5
With you,"HA SUNG WOON, Jimin",2,2022,240580042,150,D#,Major,53,14,43,64,0,13,3
Iris,The Goo Goo Dolls,1,1998,1284942608,156,B,Minor,32,49,72,0,0,9,4
The Heart Part 5,Kendrick Lamar,1,2022,71423324,98,G#,Minor,76,79,81,18,0,6,34
San Lucas,Kevin Kaarl,1,2019,244891912,92,G,Major,58,27,36,86,0,9,3
This Love,Taylor Swift,1,2022,132171975,144,E,Major,47,7,50,32,0,7,4
Good Looking,Suki Waterhouse,1,2017,184706613,150,E,Major,37,27,56,8,0,13,3
Flowers,Lauren Spencer Smith,1,2021,184826429,138,D#,Major,70,31,44,84,0,9,39
Yet To Come,BTS,1,2022,302006641,172,C#,Major,56,68,89,4,0,33,19
Run BTS,BTS,1,2022,330881149,77,G#,Major,72,70,82,2,0,4,17
Music For a Sushi Restaurant,Harry Styles,1,2022,334733572,107,B,Major,72,36,72,26,6,11,4
Matilda,Harry Styles,1,2022,366214458,114,D,Major,51,39,29,90,0,10,4
For Youth,BTS,1,2022,114546317,117,D,Major,63,29,51,43,0,25,4
Daylight,Harry Styles,1,2022,290833204,146,,Major,69,63,45,48,0,18,4
Vegas,Doja Cat,1,2022,448500832,160,G#,Minor,80,74,60,8,0,14,26
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,136676504,120,G,Major,88,15,56,1,0,8,6
Potion,"Calvin Harris, Dua Lipa, Young Thug",3,2022,190625045,100,B,Minor,82,76,70,16,0,8,5
Born Singer,BTS,1,2022,79095270,158,G#,Minor,60,68,84,4,0,24,11
Little Freak,Harry Styles,1,2022,273194684,142,D#,Major,56,40,54,72,0,10,4
True Love,"Kanye West, XXXTENTACION",2,2022,194902696,84,F,Minor,71,39,86,2,0,51,25
Satellite,Harry Styles,1,2022,311482393,139,,Major,58,30,46,14,0,9,3
Pass The Dutchie,Musical Youth,1,1982,195918494,151,G,Major,73,88,67,20,0,32,5
Love Of My Life,Harry Styles,1,2022,233671263,118,G,Major,56,20,54,67,0,6,5
Grapejuice,Harry Styles,1,2022,199587884,183,F,Major,65,88,72,36,14,20,3
So Good,Halsey,1,2022,91781263,83,D#,Minor,63,29,62,4,0,18,4
Belly Dancer,"BYOR, Imanbek",2,2022,383835984,122,C#,Major,85,42,80,6,0,17,14
Keep Driving,Harry Styles,1,2022,236060709,165,A,Major,72,90,48,32,0,18,23
Cinema,Harry Styles,1,2022,189236868,106,A,Minor,83,90,64,35,5,9,4
Die Young,"Sleepy hallow, 347aidan",2,2022,160845341,77,B,Major,81,68,58,83,0,11,34
Only Love Can Hurt Like This,Paloma Faith,1,2014,588955257,91,G#,Major,57,30,89,10,0,33,8
Hold My Hand,Lady Gaga,1,2022,238350348,148,G,Major,51,21,63,5,0,41,3
Daydreaming,Harry Styles,1,2022,187703102,114,E,Minor,71,90,81,31,2,13,3
Numb,"Marshmello, Khalid",2,2022,295307001,120,,Minor,91,63,77,12,1,10,5
Me and Your Mama,Childish Gambino,1,2016,445590495,118,F,Major,56,25,45,1,3,7,3
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",3,2022,286739476,123,E,Minor,60,46,71,3,0,16,4
SLOW DANCING IN THE DARK,Joji,1,2018,1122364376,89,D#,Major,52,28,48,54,1,19,3
Boyfriends,Harry Styles,1,2022,137070925,118,,Major,42,32,20,94,0,11,4
Master of Puppets,Metallica,1,1986,704171068,105,E,Minor,54,59,83,0,44,20,4
BREAK MY SOUL,Beyonce,1,2022,354614964,115,C#,Minor,70,87,88,4,0,26,8
Massive,Drake,1,2022,195628667,125,E,Minor,51,5,68,12,2,15,6
Betty (Get Money),Yung Gravy,1,2022,221752937,102,C#,Major,73,62,75,0,0,34,8
POP!,Nayeon,1,2022,213505179,97,D,Major,80,36,86,4,0,3,5
MORE,j-hope,1,2022,155795783,97,D,Major,78,31,72,1,0,11,4
Sweet Child O' Mine,Guns N' Roses,1,1987,1553497987,125,F#,Major,45,67,90,9,11,10,5
Last Last,Burna Boy,1,2022,293466523,88,D#,Minor,80,55,56,13,0,8,9
SNAP,Rosa Linn,1,2022,711366595,170,,Major,56,52,64,11,0,45,7
Sticky,Drake,1,2022,191448892,137,A#,Minor,88,8,49,9,0,9,14
La Loto,"Anitta, Tini, Becky G",3,2022,121189256,90,C#,Major,85,80,83,10,0,8,11
die first,Nessa Barrett,1,2022,131746175,183,G#,Minor,44,44,67,7,0,12,13
Afraid To Feel,LF System,1,2022,244790012,128,C#,Major,58,68,91,2,0,27,11
Bad Decisions,"Snoop Dogg, BTS, Benny Blanco",3,2022,219196651,120,,Major,77,94,87,2,0,23,12
STAYING ALIVE,"Drake, DJ Khaled, Lil Baby",3,2022,170732845,130,E,Minor,72,18,46,7,0,28,8
GIVENCHY,Duki,1,2022,185236961,103,G#,Major,61,38,62,14,0,23,40
ALIEN SUPERSTAR,Beyonce,1,2022,171788484,122,A#,Minor,55,46,64,0,0,17,10
Mary On A Cross,Ghost,1,2019,387080183,130,B,Major,47,56,90,0,0,10,4
Attention,NewJeans,1,2022,264717480,105,A#,Minor,81,70,65,24,0,8,4
THE SHADE,Rex Orange County,1,2022,244928911,120,F,Major,90,73,51,39,0,9,6
Come Back Home,Sofia Carson,1,2022,97610446,145,G,Major,56,43,53,24,0,12,4
Heartless,Kanye West,1,2008,887906111,88,A#,Minor,79,66,65,5,0,25,14
Stay With Me,"Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,123473120,126,A,Major,81,90,73,28,0,29,4
JGL,"Luis R Conriquez, La Adictiva",2,2022,323455692,113,G#,Major,70,97,59,55,0,27,12
Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,240918092,132,B,Major,82,49,88,20,0,21,3
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,191873381,135,G#,Major,77,74,74,47,0,34,8
Hold Me Closer,"Elton John, Britney Spears",2,2017,284216603,126,,Major,67,49,77,11,0,19,11
Forget Me,Lewis Capaldi,1,2022,239411309,102,C#,Minor,67,72,74,30,0,36,4
After LIKE,IVE,1,2022,265548837,125,,Major,68,80,92,10,0,9,12
Bound 2,Kanye West,1,2013,703301727,149,C#,Major,37,28,66,14,0,9,5
B.O.T.A. (Baddest Of Them All),"Interplanetary Criminal, Eliza Rose",2,2022,244585109,137,,Major,74,71,89,24,61,15,5
Talk that Talk,TWICE,1,2022,189476119,120,D#,Minor,77,78,91,14,0,33,12
BILLIE EILISH.,Armani White,1,2022,277132266,100,C#,Major,90,75,50,11,0,9,26
KU LO SA - A COLORS SHOW,Oxlade,1,2022,222410722,93,A#,Minor,65,79,66,31,0,22,7
Static,Steve Lacy,1,2022,202452860,79,C#,Major,34,22,31,43,63,10,7
The Scientist,Coldplay,1,2002,1608164312,146,F,Major,56,21,44,73,0,11,2
Sparks,Coldplay,1,2000,624101957,103,C#,Major,37,17,27,75,5,10,3
Talk,YEAT,1,2022,148461629,140,E,Minor,70,26,76,8,0,54,23
Selfish,PnB Rock,1,2016,380319238,102,C#,Minor,64,4,60,11,0,19,4
Poland,Lil Yachty,1,2022,115331792,150,F,Minor,70,26,56,14,83,11,5
THE LONELIEST,Maneskin,1,2022,225093344,130,D,Major,52,24,60,0,0,8,3
Bye Bye,"Marshmello, Juice WRLD",2,2022,84697729,83,D#,Minor,65,24,53,6,0,51,4
BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,159240673,102,A,Major,84,43,75,5,0,6,8
Nxde,(G)I-DLE,1,2022,170709584,136,E,Minor,73,65,91,4,0,48,18
Miss You,Southstar,1,1982,154356956,145,A,Major,66,24,58,17,0,19,5
we fell in love in october,girl in red,1,2018,723043854,130,G,Major,57,24,37,11,18,16,3
2 Be Loved (Am I Ready),Lizzo,1,2022,247689123,156,G,Major,72,92,77,9,0,8,11
Celestial,Ed Sheeran,1,2022,176474912,123,D,Major,57,50,85,5,0,16,4
Typa Girl,BLACKPINK,1,2022,235549288,132,G,Major,92,53,62,7,0,63,10
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,140430339,125,D#,Minor,49,13,74,0,0,9,4
California Breeze,Lil Baby,1,2022,85559365,162,F,Minor,74,22,67,0,0,11,46
Major Distribution,"Drake, 21 Savage",2,2022,154863153,131,G#,Minor,91,23,55,1,0,7,32
Question...?,Taylor Swift,1,2022,223064273,109,G,Major,75,11,50,20,0,30,17
On BS,"Drake, 21 Savage",2,2022,170413877,158,A,Major,84,33,36,2,0,39,59
Mastermind,Taylor Swift,1,2022,218320587,126,E,Major,66,12,35,55,0,9,14
Circo Loco,"Drake, 21 Savage",2,2022,141720999,104,C#,Major,73,25,61,1,0,32,7
Labyrinth,Taylor Swift,1,2022,187339835,110,,Major,48,15,31,80,22,12,4
Spin Bout U,"Drake, 21 Savage",2,2022,198365537,130,G,Major,77,20,70,1,0,16,5
Sweet Nothing,Taylor Swift,1,2022,186104310,177,,Major,34,39,16,97,0,12,5
"Would've, Could've, Should've",Taylor Swift,1,2022,177503916,158,G,Major,48,55,84,43,0,15,12
Privileged Rappers,"Drake, 21 Savage",2,2022,112436403,144,F,Major,93,62,61,0,0,12,20
The Astronaut,Jin,1,2022,203436468,125,F,Major,54,22,76,0,0,14,3
BackOutsideBoyz,Drake,1,2022,93367537,142,F,Minor,85,40,43,4,0,39,32
Broke Boys,"Drake, 21 Savage",2,2022,106249219,120,D,Major,64,11,53,1,0,25,27
The Great War,Taylor Swift,1,2022,181382590,96,F,Major,57,55,74,22,0,8,4
My Mind & Me,Selena Gomez,1,2022,91473363,144,A,Major,60,24,39,57,0,8,3
Bigger Than The Whole Sky,Taylor Swift,1,2022,121871870,166,F#,Major,42,7,24,83,1,12,6
Alone,Burna Boy,1,2022,96007391,90,E,Minor,61,32,67,15,0,11,5
